"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"12.11.2015 22:10:00";"2";"0";"160";"4,47";"8388608";"1374893";"16,39";"1";"48";"554";"3";"3"
"12.11.2015 22:15:00";"2";"0";"147";"4,12";"8388608";"720581";"8,59";"1";"40";"554";"4";"5"
"12.11.2015 22:20:00";"2";"0";"174";"4,87";"8388608";"591397";"7,05";"0";"41";"554";"3";"3"
"12.11.2015 22:25:00";"2";"0";"206";"5,75";"8388608";"759169";"9,05";"0";"48";"554";"5";"6"
"12.11.2015 22:30:00";"2";"0";"146";"4,09";"8388608";"473956";"5,65";"0";"40";"554";"3";"3"
"12.11.2015 22:35:00";"2";"0";"192";"5,36";"8388608";"563714";"6,72";"14";"144";"554";"5";"6"
"12.11.2015 22:40:00";"2";"0";"165";"4,62";"8388608";"1056126";"12,59";"0";"44";"554";"7";"9"
"12.11.2015 22:45:00";"2";"0";"155";"4,34";"8388608";"496606";"5,92";"0";"42";"554";"7";"8"
"12.11.2015 22:50:00";"2";"0";"184";"5,14";"8388608";"546937";"6,52";"0";"42";"554";"3";"3"
"12.11.2015 22:55:00";"2";"0";"162";"4,52";"8388608";"720581";"8,59";"0";"43";"554";"4";"5"
"12.11.2015 23:00:00";"2";"0";"153";"4,26";"8388608";"519255";"6,19";"0";"40";"554";"3";"3"
"12.11.2015 23:05:00";"2";"0";"197";"5,51";"8388608";"502478";"5,99";"16";"48";"554";"5";"6"
"12.11.2015 23:10:00";"2";"0";"209";"5,84";"8388608";"1178599";"14,05";"0";"47";"554";"8";"9"
"12.11.2015 23:15:00";"2";"0";"165";"4,6";"8388608";"608174";"7,25";"6";"94";"554";"4";"5"
"12.11.2015 23:20:00";"2";"0";"179";"5";"8388608";"586364";"6,99";"0";"44";"554";"3";"3"
"12.11.2015 23:25:00";"2";"0";"169";"4,73";"8388608";"670250";"7,99";"0";"44";"554";"5";"6"
"12.11.2015 23:30:00";"2";"0";"149";"4,16";"8388608";"614046";"7,32";"0";"40";"554";"3";"3"
"12.11.2015 23:35:00";"2";"0";"201";"5,62";"8388608";"759169";"9,05";"3";"55";"554";"5";"6"
"12.11.2015 23:40:00";"2";"0";"160";"4,47";"8388608";"1207121";"14,39";"0";"44";"554";"3";"3"
"12.11.2015 23:45:00";"2";"0";"153";"4,27";"8388608";"804468";"9,59";"0";"86";"554";"5";"5"
"12.11.2015 23:50:00";"2";"0";"179";"5";"8388608";"720581";"8,59";"0";"42";"554";"3";"3"
"12.11.2015 23:55:00";"2";"0";"204";"5,71";"8388608";"714709";"8,52";"1";"46";"554";"5";"6"
"13.11.2015 00:00:00";"2";"0";"141";"3,93";"8388608";"636695";"7,59";"0";"40";"554";"3";"3"
"13.11.2015 00:05:00";"2";"0";"196";"5,49";"8388608";"708837";"8,45";"14";"60";"554";"5";"6"
"13.11.2015 00:10:00";"2";"0";"163";"4,56";"8388608";"1089680";"12,99";"41";"44";"554";"3";"3"
"13.11.2015 00:15:00";"2";"0";"149";"4,16";"8388608";"670250";"7,99";"1";"42";"554";"4";"5"
"13.11.2015 00:20:00";"2";"0";"171";"4,79";"8388608";"440402";"5,25";"1";"41";"554";"3";"3"
"13.11.2015 00:25:00";"2";"0";"164";"4,57";"8388608";"586364";"6,99";"0";"43";"554";"5";"5"
"13.11.2015 00:30:00";"2";"0";"151";"4,22";"8388608";"586364";"6,99";"0";"40";"554";"3";"3"
"13.11.2015 00:35:00";"2";"0";"196";"5,48";"8388608";"697932";"8,32";"0";"49";"554";"5";"6"
"13.11.2015 00:40:00";"2";"0";"194";"5,41";"8388608";"1358116";"16,19";"0";"44";"554";"4";"4"
"13.11.2015 00:45:00";"2";"0";"153";"4,28";"8388608";"687027";"8,19";"0";"40";"554";"4";"5"
"13.11.2015 00:50:00";"2";"0";"186";"5,19";"8388608";"586364";"6,99";"0";"44";"554";"3";"17"
"13.11.2015 00:55:00";"2";"0";"172";"4,8";"8388608";"754136";"8,99";"9";"43";"554";"7";"29"
"13.11.2015 01:00:00";"2";"0";"149";"4,16";"8388608";"692060";"8,25";"22";"40";"554";"8";"87"
"13.11.2015 01:05:00";"2";"0";"204";"5,7";"8388608";"703804";"8,39";"2";"49";"554";"14";"180"
"13.11.2015 01:10:00";"2";"0";"165";"4,6";"8388608";"1240675";"14,79";"0";"43";"554";"3";"3"
"13.11.2015 01:15:00";"2";"0";"148";"4,14";"8388608";"603141";"7,19";"1";"44";"554";"5";"5"
"13.11.2015 01:20:00";"2";"0";"165";"4,62";"8388608";"490734";"5,85";"0";"41";"554";"3";"3"
"13.11.2015 01:25:00";"2";"0";"194";"5,43";"8388608";"658506";"7,85";"1";"44";"554";"5";"6"
"13.11.2015 01:30:00";"2";"0";"148";"4,15";"8388608";"1318689";"15,72";"0";"39";"554";"2";"3"
"13.11.2015 01:35:00";"2";"0";"200";"5,58";"8388608";"714709";"8,52";"2";"60";"554";"5";"6"
"13.11.2015 01:40:00";"2";"0";"167";"4,66";"8388608";"1312817";"15,65";"0";"43";"554";"3";"3"
"13.11.2015 01:45:00";"2";"0";"153";"4,28";"8388608";"804468";"9,59";"0";"42";"554";"4";"5"
"13.11.2015 01:50:00";"2";"0";"169";"4,72";"8388608";"603141";"7,19";"0";"42";"554";"3";"3"
"13.11.2015 01:55:00";"2";"0";"173";"4,82";"8388608";"647601";"7,72";"0";"45";"554";"5";"5"
"13.11.2015 02:00:00";"2";"0";"143";"3,99";"8388608";"569586";"6,79";"0";"39";"554";"3";"3"
"13.11.2015 02:05:00";"2";"0";"182";"5,09";"8388608";"479828";"5,72";"1";"62";"554";"5";"6"
"13.11.2015 02:10:00";"2";"0";"183";"5,11";"8388608";"1234803";"14,72";"0";"43";"554";"3";"3"
"13.11.2015 02:15:00";"2";"0";"141";"3,93";"8388608";"687027";"8,19";"0";"42";"554";"4";"5"
"13.11.2015 02:20:00";"2";"0";"160";"4,47";"8388608";"580492";"6,92";"0";"41";"554";"3";"3"
"13.11.2015 02:25:00";"2";"0";"167";"4,66";"8388608";"524288";"6,25";"0";"43";"554";"5";"6"
"13.11.2015 02:30:00";"2";"0";"140";"3,91";"8388608";"513383";"6,12";"0";"38";"554";"3";"3"
"13.11.2015 02:35:00";"2";"0";"206";"5,76";"8388608";"1525888";"18,19";"0";"83";"554";"5";"6"
"13.11.2015 02:40:00";"2";"0";"157";"4,4";"8388608";"1442002";"17,19";"0";"42";"554";"3";"3"
"13.11.2015 02:45:00";"2";"0";"160";"4,46";"8388608";"809501";"9,65";"0";"43";"554";"5";"5"
"13.11.2015 02:50:00";"2";"0";"168";"4,71";"8388608";"658506";"7,85";"0";"42";"554";"3";"3"
"13.11.2015 02:55:00";"2";"0";"187";"5,22";"8388608";"603141";"7,19";"0";"43";"554";"5";"6"
"13.11.2015 03:00:00";"2";"0";"135";"3,77";"8388608";"759169";"9,05";"0";"39";"554";"3";"3"
"13.11.2015 03:05:00";"2";"0";"190";"5,32";"8388608";"636695";"7,59";"2";"87";"554";"5";"6"
"13.11.2015 03:10:00";"2";"0";"162";"4,53";"8388608";"1408447";"16,79";"0";"44";"554";"3";"3"
"13.11.2015 03:15:00";"2";"0";"140";"3,91";"8388608";"737359";"8,79";"0";"42";"554";"5";"5"
"13.11.2015 03:20:00";"2";"0";"158";"4,42";"8388608";"502478";"5,99";"0";"40";"554";"3";"3"
"13.11.2015 03:25:00";"2";"0";"167";"4,66";"8388608";"636695";"7,59";"0";"44";"554";"5";"6"
"13.11.2015 03:30:00";"2";"0";"135";"3,77";"8388608";"552809";"6,59";"0";"39";"554";"3";"3"
"13.11.2015 03:35:00";"2";"0";"206";"5,74";"8388608";"725615";"8,65";"1";"59";"554";"5";"6"
"13.11.2015 03:40:00";"2";"0";"177";"4,94";"8388608";"1542665";"18,39";"0";"42";"554";"3";"3"
"13.11.2015 03:45:00";"2";"0";"153";"4,27";"8388608";"787690";"9,39";"98";"77";"554";"4";"5"
"13.11.2015 03:50:00";"2";"0";"165";"4,61";"8388608";"692060";"8,25";"8";"42";"554";"3";"3"
"13.11.2015 03:55:00";"2";"0";"171";"4,78";"8388608";"675283";"8,05";"0";"43";"554";"5";"6"
"13.11.2015 04:00:00";"2";"0";"141";"3,94";"8388608";"614046";"7,32";"0";"40";"554";"5";"6"
"13.11.2015 04:05:00";"2";"0";"201";"5,61";"8388608";"608174";"7,25";"9";"63";"554";"10";"13"
"13.11.2015 04:10:00";"2";"0";"240";"6,7";"8388608";"1218026";"14,52";"27";"51";"554";"19";"62"
"13.11.2015 04:15:00";"2";"0";"236";"6,59";"8388608";"754136";"8,99";"1";"48";"554";"26";"32"
"13.11.2015 04:20:00";"2";"0";"159";"4,43";"8388608";"580492";"6,92";"0";"43";"554";"3";"4"
"13.11.2015 04:25:00";"2";"0";"170";"4,76";"8388608";"519255";"6,19";"0";"43";"554";"5";"6"
"13.11.2015 04:30:00";"2";"0";"139";"3,88";"8388608";"507511";"6,05";"0";"39";"554";"3";"3"
"13.11.2015 04:35:00";"2";"0";"226";"6,31";"8388608";"624951";"7,45";"1";"59";"554";"5";"6"
"13.11.2015 04:40:00";"2";"0";"172";"4,82";"8388608";"1061159";"12,65";"1";"43";"554";"3";"3"
"13.11.2015 04:45:00";"2";"0";"139";"3,89";"8388608";"636695";"7,59";"0";"42";"554";"4";"5"
"13.11.2015 04:50:00";"2";"0";"161";"4,51";"8388608";"557842";"6,65";"0";"41";"554";"3";"3"
"13.11.2015 04:55:00";"2";"0";"174";"4,88";"8388608";"624951";"7,45";"1";"43";"554";"5";"5"
"13.11.2015 05:00:00";"2";"0";"134";"3,75";"8388608";"563714";"6,72";"0";"38";"554";"3";"3"
"13.11.2015 05:05:00";"2";"0";"186";"5,2";"8388608";"530160";"6,32";"1";"63";"554";"5";"6"
"13.11.2015 05:10:00";"2";"0";"172";"4,81";"8388608";"1089680";"12,99";"0";"43";"554";"4";"17"
"13.11.2015 05:15:00";"2";"0";"136";"3,82";"8388608";"630823";"7,52";"1";"40";"554";"4";"5"
"13.11.2015 05:20:00";"2";"0";"154";"4,31";"8388608";"496606";"5,92";"0";"41";"554";"3";"3"
"13.11.2015 05:25:00";"2";"0";"173";"4,84";"8388608";"731487";"8,72";"0";"42";"554";"5";"6"
"13.11.2015 05:30:00";"2";"0";"138";"3,85";"8388608";"770913";"9,19";"0";"41";"554";"3";"3"
"13.11.2015 05:35:00";"2";"0";"196";"5,47";"8388608";"591397";"7,05";"0";"56";"554";"5";"6"
"13.11.2015 05:40:00";"2";"0";"173";"4,82";"8388608";"1609774";"19,19";"0";"43";"554";"3";"3"
"13.11.2015 05:45:00";"2";"0";"144";"4,02";"8388608";"787690";"9,39";"0";"40";"554";"5";"5"
"13.11.2015 05:50:00";"2";"0";"164";"4,58";"8388608";"524288";"6,25";"0";"43";"554";"3";"4"
"13.11.2015 05:55:00";"2";"0";"169";"4,71";"8388608";"574620";"6,85";"0";"41";"554";"5";"5"
"13.11.2015 06:00:00";"2";"0";"137";"3,83";"8388608";"670250";"7,99";"0";"40";"554";"3";"3"
"13.11.2015 06:05:00";"2";"0";"169";"4,74";"8388608";"653473";"7,79";"1";"57";"554";"4";"5"
"13.11.2015 06:10:00";"2";"0";"202";"5,63";"8388608";"1430258";"17,05";"1";"45";"554";"4";"4"
"13.11.2015 06:15:00";"2";"0";"134";"3,76";"8388608";"815373";"9,72";"1";"39";"554";"4";"5"
"13.11.2015 06:20:00";"2";"0";"136";"3,8";"8388608";"653473";"7,79";"0";"41";"554";"3";"3"
"13.11.2015 06:25:00";"2";"0";"195";"5,44";"8388608";"708837";"8,45";"0";"44";"554";"5";"6"
"13.11.2015 06:30:00";"2";"0";"137";"3,83";"8388608";"586364";"6,99";"0";"40";"554";"3";"3"
"13.11.2015 06:35:00";"2";"0";"179";"5,01";"8388608";"1274230";"15,19";"2";"59";"554";"5";"5"
"13.11.2015 06:40:00";"2";"0";"205";"5,73";"8388608";"1307784";"15,59";"0";"46";"554";"4";"4"
"13.11.2015 06:45:00";"2";"0";"144";"4,02";"8388608";"748264";"8,92";"0";"41";"554";"4";"5"
"13.11.2015 06:50:00";"2";"0";"147";"4,11";"8388608";"485700";"5,79";"0";"42";"554";"3";"3"
"13.11.2015 06:55:00";"2";"0";"192";"5,36";"8388608";"463051";"5,52";"1";"43";"554";"5";"6"
"13.11.2015 07:00:00";"2";"0";"138";"3,87";"8388608";"624951";"7,45";"0";"40";"554";"3";"3"
"13.11.2015 07:05:00";"2";"0";"155";"4,34";"8388608";"586364";"6,99";"0";"63";"554";"5";"6"
"13.11.2015 07:10:00";"2";"0";"209";"5,84";"8388608";"1201249";"14,32";"0";"46";"554";"4";"4"
"13.11.2015 07:15:00";"2";"0";"150";"4,19";"8388608";"804468";"9,59";"26";"41";"554";"10";"63"
"13.11.2015 07:20:00";"2";"0";"138";"3,87";"8388608";"586364";"6,99";"0";"42";"554";"3";"3"
"13.11.2015 07:25:00";"2";"0";"209";"5,85";"8388608";"557842";"6,65";"0";"45";"554";"11";"13"
"13.11.2015 07:30:00";"2";"0";"138";"3,85";"8388608";"687027";"8,19";"0";"40";"554";"3";"3"
"13.11.2015 07:35:00";"2";"0";"161";"4,51";"8388608";"725615";"8,65";"0";"53";"554";"5";"5"
"13.11.2015 07:40:00";"2";"0";"195";"5,46";"8388608";"1257452";"14,99";"0";"46";"554";"3";"4"
"13.11.2015 07:45:00";"2";"0";"145";"4,06";"8388608";"670250";"7,99";"0";"41";"554";"4";"5"
"13.11.2015 07:50:00";"2";"0";"146";"4,1";"8388608";"619918";"7,39";"0";"42";"554";"3";"3"
"13.11.2015 07:55:00";"2";"0";"191";"5,34";"8388608";"603141";"7,19";"0";"44";"554";"5";"6"
"13.11.2015 08:00:00";"2";"0";"144";"4,04";"8388608";"569586";"6,79";"0";"42";"554";"5";"6"
"13.11.2015 08:05:00";"2";"0";"186";"5,19";"8388608";"530160";"6,32";"1";"59";"554";"23";"24"
"13.11.2015 08:10:00";"2";"0";"219";"6,11";"8388608";"1240675";"14,79";"1";"47";"554";"10";"13"
"13.11.2015 08:15:00";"2";"0";"139";"3,89";"8388608";"725615";"8,65";"0";"41";"554";"8";"12"
"13.11.2015 08:20:00";"2";"0";"136";"3,82";"8388608";"536032";"6,39";"0";"42";"554";"3";"3"
"13.11.2015 08:25:00";"2";"0";"195";"5,44";"8388608";"569586";"6,79";"0";"45";"554";"5";"6"
"13.11.2015 08:30:00";"2";"0";"142";"3,96";"8388608";"502478";"5,99";"0";"41";"554";"3";"3"
"13.11.2015 08:35:00";"2";"0";"173";"4,83";"8388608";"546937";"6,52";"0";"52";"554";"8";"9"
"13.11.2015 08:40:00";"2";"0";"240";"6,71";"8388608";"1329594";"15,85";"0";"49";"554";"18";"50"
"13.11.2015 08:45:00";"2";"0";"142";"3,97";"8388608";"725615";"8,65";"0";"40";"554";"4";"5"
"13.11.2015 08:50:00";"2";"0";"164";"4,58";"8388608";"524288";"6,25";"26";"43";"554";"13";"60"
"13.11.2015 08:55:00";"2";"0";"192";"5,36";"8388608";"608174";"7,25";"0";"44";"554";"5";"6"
"13.11.2015 09:00:00";"2";"0";"128";"3,57";"8388608";"792723";"9,45";"0";"41";"554";"3";"3"
"13.11.2015 09:05:00";"2";"0";"193";"5,4";"8388608";"725615";"8,65";"5";"63";"554";"18";"28"
"13.11.2015 09:10:00";"2";"0";"230";"6,43";"8388608";"1480589";"17,65";"0";"50";"554";"11";"14"
"13.11.2015 09:15:00";"2";"0";"128";"3,59";"8388608";"787690";"9,39";"0";"39";"554";"4";"5"
"13.11.2015 09:20:00";"2";"0";"150";"4,19";"8388608";"440402";"5,25";"0";"44";"554";"8";"11"
"13.11.2015 09:25:00";"2";"0";"204";"5,71";"8388608";"507511";"6,05";"0";"46";"554";"11";"11"
"13.11.2015 09:30:00";"2";"0";"139";"3,9";"8388608";"530160";"6,32";"1";"42";"554";"7";"15"
"13.11.2015 09:35:00";"2";"0";"195";"5,43";"8388608";"597269";"7,12";"0";"56";"554";"18";"16"
"13.11.2015 09:40:00";"2";"0";"202";"5,65";"8388608";"1056126";"12,59";"1";"45";"554";"4";"5"
"13.11.2015 09:45:00";"2";"0";"142";"3,96";"8388608";"574620";"6,85";"2";"39";"554";"6";"25"
"13.11.2015 09:50:00";"2";"0";"147";"4,1";"8388608";"463051";"5,52";"0";"42";"554";"5";"13"
"13.11.2015 09:55:00";"2";"0";"267";"7,47";"8388608";"708837";"8,45";"1373";"48";"554";"16";"210"
"13.11.2015 10:00:00";"2";"0";"924";"25,75";"8388608";"2297640";"27,39";"18597";"94";"554";"161";"7212"
"13.11.2015 10:05:00";"2";"0";"845";"23,54";"8388608";"2767402";"32,99";"12350";"146";"554";"142";"7140"
"13.11.2015 10:10:00";"2";"0";"781";"21,76";"8388608";"3019060";"35,99";"11458";"84";"554";"102";"7438"
"13.11.2015 10:15:00";"2";"0";"656";"18,29";"8388608";"2465412";"29,39";"8520";"46";"554";"119";"8540"
"13.11.2015 10:20:00";"2";"0";"664";"18,51";"8388608";"2213754";"26,39";"7459";"230";"554";"102";"6058"
"13.11.2015 10:25:00";"2";"0";"561";"15,64";"8388608";"2319450";"27,65";"6821";"223";"554";"56";"3344"
"13.11.2015 10:30:00";"2";"0";"152";"4,24";"8388608";"1945318";"23,19";"7";"42";"554";"3";"3"
"13.11.2015 10:35:00";"2";"0";"164";"4,58";"8388608";"815373";"9,72";"12";"45";"554";"5";"5"
"13.11.2015 10:40:00";"2";"0";"203";"5,66";"8388608";"1257452";"14,99";"1";"46";"554";"4";"4"
"13.11.2015 10:45:00";"2";"0";"154";"4,31";"8388608";"804468";"9,59";"1";"41";"554";"4";"5"
"13.11.2015 10:50:00";"2";"0";"153";"4,29";"8388608";"603141";"7,19";"5";"41";"554";"3";"3"
"13.11.2015 10:55:00";"2";"0";"218";"6,1";"8388608";"507511";"6,05";"0";"45";"554";"5";"6"
"13.11.2015 11:00:00";"2";"0";"143";"4,01";"8388608";"708837";"8,45";"0";"40";"554";"3";"3"
"13.11.2015 11:05:00";"2";"0";"164";"4,6";"8388608";"624951";"7,45";"1";"45";"554";"5";"5"
"13.11.2015 11:10:00";"2";"0";"204";"5,7";"8388608";"1010827";"12,05";"0";"46";"554";"3";"4"
"13.11.2015 11:15:00";"2";"0";"152";"4,24";"8388608";"754136";"8,99";"1";"40";"554";"4";"5"
"13.11.2015 11:20:00";"2";"0";"151";"4,23";"8388608";"468923";"5,59";"0";"41";"554";"3";"3"
"13.11.2015 11:25:00";"2";"0";"226";"6,32";"8388608";"670250";"7,99";"17";"47";"554";"18";"82"
"13.11.2015 11:30:00";"2";"0";"156";"4,37";"8388608";"775946";"9,25";"0";"40";"554";"5";"6"
"13.11.2015 11:35:00";"2";"0";"177";"4,95";"8388608";"748264";"8,92";"9";"57";"554";"5";"5"
"13.11.2015 11:40:00";"2";"0";"208";"5,8";"8388608";"1274230";"15,19";"0";"44";"554";"3";"4"
"13.11.2015 11:45:00";"2";"0";"157";"4,39";"8388608";"670250";"7,99";"0";"42";"554";"4";"5"
"13.11.2015 11:50:00";"2";"0";"161";"4,51";"8388608";"703804";"8,39";"0";"43";"554";"3";"3"
"13.11.2015 11:55:00";"2";"0";"257";"7,16";"8388608";"619918";"7,39";"1";"47";"554";"20";"26"
"13.11.2015 12:00:00";"2";"0";"155";"4,34";"8388608";"619918";"7,39";"2";"40";"554";"4";"15"
"13.11.2015 12:05:00";"2";"0";"170";"4,75";"8388608";"703804";"8,39";"1";"60";"554";"5";"5"
"13.11.2015 12:10:00";"2";"0";"535";"14,92";"8388608";"3762291";"44,85";"46254";"684";"554";"23";"842"
"13.11.2015 12:15:00";"2";"0";"175";"4,88";"8388608";"2151678";"25,65";"4";"42";"554";"11";"17"
"13.11.2015 12:20:00";"2";"0";"154";"4,3";"8388608";"770913";"9,19";"0";"42";"554";"3";"3"
"13.11.2015 12:25:00";"2";"0";"222";"6,21";"8388608";"692060";"8,25";"0";"43";"554";"5";"7"
"13.11.2015 12:30:00";"2";"0";"155";"4,33";"8388608";"624951";"7,45";"5";"40";"554";"3";"3"
"13.11.2015 12:35:00";"2";"0";"183";"5,11";"8388608";"485700";"5,79";"303";"47";"554";"4";"5"
"13.11.2015 12:40:00";"2";"0";"212";"5,91";"8388608";"1436130";"17,12";"0";"51";"554";"4";"4"
"13.11.2015 12:45:00";"2";"0";"154";"4,3";"8388608";"821245";"9,79";"4";"40";"554";"5";"14"
"13.11.2015 12:50:00";"2";"0";"160";"4,46";"8388608";"490734";"5,85";"0";"41";"554";"3";"3"
"13.11.2015 12:55:00";"2";"0";"211";"5,89";"8388608";"647601";"7,72";"9";"45";"554";"5";"6"
"13.11.2015 13:00:00";"2";"0";"152";"4,24";"8388608";"591397";"7,05";"0";"40";"554";"3";"3"
"13.11.2015 13:05:00";"2";"0";"166";"4,65";"8388608";"708837";"8,45";"1";"54";"554";"5";"5"
"13.11.2015 13:10:00";"2";"0";"204";"5,7";"8388608";"1436130";"17,12";"0";"48";"554";"4";"5"
"13.11.2015 13:15:00";"2";"0";"152";"4,25";"8388608";"714709";"8,52";"0";"40";"554";"4";"6"
"13.11.2015 13:20:00";"2";"0";"173";"4,85";"8388608";"490734";"5,85";"0";"43";"554";"10";"12"
"13.11.2015 13:25:00";"2";"0";"226";"6,32";"8388608";"591397";"7,05";"1";"47";"554";"10";"12"
"13.11.2015 13:30:00";"2";"0";"178";"4,97";"8388608";"591397";"7,05";"2";"43";"554";"9";"9"
"13.11.2015 13:35:00";"2";"0";"179";"5,01";"8388608";"832150";"9,92";"20";"55";"554";"6";"7"
"13.11.2015 13:40:00";"2";"0";"276";"7,7";"8388608";"1442002";"17,19";"3";"52";"554";"18";"19"
"13.11.2015 13:45:00";"2";"0";"154";"4,3";"8388608";"781818";"9,32";"1";"41";"554";"4";"5"
"13.11.2015 13:50:00";"2";"0";"184";"5,13";"8388608";"563714";"6,72";"12";"44";"554";"15";"53"
"13.11.2015 13:55:00";"2";"0";"332";"9,28";"8388608";"737359";"8,79";"19";"52";"554";"45";"83"
"13.11.2015 14:00:00";"2";"0";"196";"5,48";"8388608";"703804";"8,39";"13";"45";"554";"21";"46"
"13.11.2015 14:05:00";"2";"0";"173";"4,85";"8388608";"675283";"8,05";"9";"60";"554";"6";"6"
"13.11.2015 14:10:00";"2";"0";"215";"6";"8388608";"1291007";"15,39";"1";"46";"554";"3";"4"
"13.11.2015 14:15:00";"2";"0";"152";"4,25";"8388608";"905131";"10,79";"1";"40";"554";"4";"5"
"13.11.2015 14:20:00";"2";"0";"149";"4,16";"8388608";"552809";"6,59";"0";"41";"554";"3";"3"
"13.11.2015 14:25:00";"2";"0";"212";"5,92";"8388608";"435369";"5,19";"0";"45";"554";"5";"6"
"13.11.2015 14:30:00";"2";"0";"154";"4,29";"8388608";"536032";"6,39";"0";"41";"554";"3";"3"
"13.11.2015 14:35:00";"2";"0";"185";"5,15";"8388608";"624951";"7,45";"279";"53";"554";"5";"5"
"13.11.2015 14:40:00";"2";"0";"209";"5,84";"8388608";"1301912";"15,52";"1";"48";"554";"4";"7"
"13.11.2015 14:45:00";"2";"0";"154";"4,32";"8388608";"619918";"7,39";"1";"40";"554";"4";"5"
"13.11.2015 14:50:00";"2";"0";"169";"4,72";"8388608";"619918";"7,39";"12";"41";"554";"10";"60"
"13.11.2015 14:55:00";"2";"0";"246";"6,85";"8388608";"697932";"8,32";"1";"46";"554";"14";"20"
"13.11.2015 15:00:00";"2";"0";"166";"4,64";"8388608";"720581";"8,59";"2";"42";"554";"8";"8"
"13.11.2015 15:05:00";"2";"0";"171";"4,77";"8388608";"670250";"7,99";"62";"56";"554";"5";"5"
"13.11.2015 15:10:00";"2";"0";"218";"6,08";"8388608";"1056126";"12,59";"3";"50";"554";"10";"56"
"13.11.2015 15:15:00";"2";"0";"153";"4,28";"8388608";"888354";"10,59";"10";"39";"554";"6";"17"
"13.11.2015 15:20:00";"2";"0";"189";"5,29";"8388608";"664378";"7,92";"10";"45";"554";"22";"219"
"13.11.2015 15:25:00";"2";"0";"219";"6,11";"8388608";"681155";"8,12";"1";"46";"554";"5";"6"
"13.11.2015 15:30:00";"2";"0";"152";"4,25";"8388608";"608174";"7,25";"0";"41";"554";"4";"10"
"13.11.2015 15:35:00";"2";"0";"181";"5,04";"8388608";"569586";"6,79";"99";"53";"554";"10";"47"
"13.11.2015 15:40:00";"2";"0";"203";"5,67";"8388608";"1145045";"13,65";"0";"47";"554";"3";"3"
"13.11.2015 15:45:00";"2";"0";"156";"4,37";"8388608";"708837";"8,45";"0";"40";"554";"5";"6"
"13.11.2015 15:50:00";"2";"0";"159";"4,45";"8388608";"536032";"6,39";"0";"44";"554";"3";"3"
"13.11.2015 15:55:00";"2";"0";"223";"6,24";"8388608";"681155";"8,12";"0";"45";"554";"6";"6"
"13.11.2015 16:00:00";"2";"0";"181";"5,06";"8388608";"485700";"5,79";"67";"43";"554";"16";"96"
"13.11.2015 16:05:00";"2";"0";"188";"5,25";"8388608";"563714";"6,72";"47";"58";"554";"11";"12"
"13.11.2015 16:10:00";"2";"0";"228";"6,36";"8388608";"1312817";"15,65";"1";"49";"554";"11";"15"
"13.11.2015 16:15:00";"2";"0";"154";"4,3";"8388608";"737359";"8,79";"1";"41";"554";"5";"6"
"13.11.2015 16:20:00";"2";"0";"182";"5,09";"8388608";"496606";"5,92";"1";"43";"554";"10";"11"
"13.11.2015 16:25:00";"2";"0";"246";"6,86";"8388608";"557842";"6,65";"3";"47";"554";"28";"27"
"13.11.2015 16:30:00";"2";"0";"220";"6,15";"8388608";"787690";"9,39";"10";"49";"554";"28";"86"
"13.11.2015 16:35:00";"2";"0";"254";"7,09";"8388608";"636695";"7,59";"122";"57";"554";"46";"168"
"13.11.2015 16:40:00";"2";"0";"198";"5,53";"8388608";"1307784";"15,59";"1";"46";"554";"3";"4"
"13.11.2015 16:45:00";"2";"0";"164";"4,59";"8388608";"770913";"9,19";"0";"41";"554";"9";"10"
"13.11.2015 16:50:00";"2";"0";"159";"4,45";"8388608";"603141";"7,19";"1";"43";"554";"4";"5"
"13.11.2015 16:55:00";"2";"0";"216";"6,02";"8388608";"737359";"8,79";"0";"44";"554";"5";"6"
"13.11.2015 17:00:00";"2";"0";"149";"4,16";"8388608";"630823";"7,52";"0";"40";"554";"2";"3"
"13.11.2015 17:05:00";"2";"0";"167";"4,68";"8388608";"502478";"5,99";"2";"56";"554";"4";"5"
"13.11.2015 17:10:00";"2";"0";"207";"5,79";"8388608";"1251580";"14,92";"0";"48";"554";"3";"4"
"13.11.2015 17:15:00";"2";"0";"153";"4,29";"8388608";"641729";"7,65";"7";"41";"554";"7";"34"
"13.11.2015 17:20:00";"2";"0";"152";"4,26";"8388608";"614046";"7,32";"0";"41";"554";"3";"3"
"13.11.2015 17:25:00";"2";"0";"212";"5,93";"8388608";"708837";"8,45";"1";"45";"554";"5";"6"
"13.11.2015 17:30:00";"2";"0";"157";"4,38";"8388608";"859832";"10,25";"9";"42";"554";"2";"3"
"13.11.2015 17:35:00";"2";"0";"177";"4,96";"8388608";"697932";"8,32";"1";"52";"554";"8";"26"
"13.11.2015 17:40:00";"2";"0";"209";"5,83";"8388608";"1089680";"12,99";"0";"46";"554";"3";"4"
"13.11.2015 17:45:00";"2";"0";"156";"4,36";"8388608";"731487";"8,72";"0";"39";"554";"4";"5"
"13.11.2015 17:50:00";"2";"0";"185";"5,18";"8388608";"636695";"7,59";"1";"77";"554";"29";"60"
