"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 08:10:00";"2";"0";"148";"4,13";"8388608";"1089680";"12,99";"0";"42";"554";"5";"6"
"05.11.2015 08:15:00";"2";"0";"178";"4,96";"8388608";"569586";"6,79";"1";"44";"554";"3";"3"
"05.11.2015 08:20:00";"2";"0";"167";"4,66";"8388608";"502478";"5,99";"3";"42";"554";"17";"82"
"05.11.2015 08:25:00";"2";"0";"161";"4,49";"8388608";"630823";"7,52";"5";"47";"554";"15";"40"
"05.11.2015 08:30:00";"2";"0";"247";"6,89";"8388608";"708837";"8,45";"4";"49";"554";"20";"25"
"05.11.2015 08:35:00";"2";"0";"233";"6,49";"8388608";"664378";"7,92";"9";"64";"554";"38";"75"
"05.11.2015 08:40:00";"2";"0";"197";"5,5";"8388608";"1352244";"16,12";"5";"59";"554";"32";"53"
"05.11.2015 08:45:00";"2";"0";"245";"6,84";"8388608";"949590";"11,32";"4";"48";"554";"27";"55"
"05.11.2015 08:50:00";"2";"0";"177";"4,95";"8388608";"670250";"7,99";"3";"50";"554";"18";"32"
"05.11.2015 08:55:00";"2";"0";"170";"4,74";"8388608";"473956";"5,65";"2";"48";"554";"18";"39"
"05.11.2015 09:00:00";"2";"0";"214";"5,98";"8388608";"485700";"5,79";"2";"47";"554";"15";"21"
"05.11.2015 09:05:00";"2";"0";"163";"4,57";"8388608";"624951";"7,45";"1";"65";"554";"8";"22"
"05.11.2015 09:10:00";"2";"0";"157";"4,37";"8388608";"1301912";"15,52";"0";"43";"554";"13";"28"
"05.11.2015 09:15:00";"2";"0";"186";"5,19";"8388608";"720581";"8,59";"1";"44";"554";"20";"217"
"05.11.2015 09:20:00";"2";"0";"175";"4,9";"8388608";"697932";"8,32";"2";"45";"554";"19";"24"
"05.11.2015 09:25:00";"2";"0";"145";"4,06";"8388608";"519255";"6,19";"0";"42";"554";"8";"10"
"05.11.2015 09:30:00";"2";"0";"194";"5,42";"8388608";"619918";"7,39";"1";"44";"554";"10";"13"
"05.11.2015 09:35:00";"2";"0";"178";"4,98";"8388608";"703804";"8,39";"2";"78";"554";"7";"8"
"05.11.2015 09:40:00";"2";"0";"165";"4,6";"8388608";"1033476";"12,32";"1";"44";"554";"19";"116"
"05.11.2015 09:45:00";"2";"0";"208";"5,8";"8388608";"787690";"9,39";"1";"48";"554";"19";"116"
"05.11.2015 09:50:00";"2";"0";"179";"4,99";"8388608";"775946";"9,25";"1";"46";"554";"24";"72"
"05.11.2015 09:55:00";"2";"0";"148";"4,14";"8388608";"608174";"7,25";"0";"42";"554";"13";"12"
"05.11.2015 10:00:00";"2";"0";"210";"5,85";"8388608";"888354";"10,59";"3";"47";"554";"8";"9"
"05.11.2015 10:05:00";"2";"0";"186";"5,21";"8388608";"658506";"7,85";"3";"83";"554";"22";"25"
"05.11.2015 10:10:00";"2";"0";"267";"7,46";"8388608";"1492333";"17,79";"16";"80";"554";"41";"213"
"05.11.2015 10:15:00";"2";"0";"312";"8,7";"8388608";"1005794";"11,99";"58";"239";"554";"176";"462"
"05.11.2015 10:20:00";"2";"0";"168";"4,7";"8388608";"821245";"9,79";"2";"43";"554";"25";"38"
"05.11.2015 10:25:00";"2";"0";"146";"4,09";"8388608";"653473";"7,79";"1";"47";"554";"8";"10"
"05.11.2015 10:30:00";"2";"0";"137";"3,83";"8388608";"658506";"7,85";"0";"39";"554";"8";"45"
"05.11.2015 10:35:00";"2";"0";"160";"4,48";"8388608";"725615";"8,65";"1";"48";"554";"10";"10"
"05.11.2015 10:40:00";"2";"0";"181";"5,05";"8388608";"1324561";"15,79";"2";"64";"554";"24";"133"
"05.11.2015 10:45:00";"2";"0";"167";"4,67";"8388608";"720581";"8,59";"1";"51";"554";"18";"43"
"05.11.2015 10:50:00";"2";"0";"192";"5,36";"8388608";"524288";"6,25";"5";"46";"554";"32";"102"
"05.11.2015 10:55:00";"2";"0";"303";"8,46";"8388608";"1312817";"15,65";"54";"1463";"554";"134";"307"
"05.11.2015 11:00:00";"2";"0";"172";"4,8";"8388608";"1050254";"12,52";"1";"42";"554";"12";"17"
"05.11.2015 11:05:00";"2";"0";"158";"4,43";"8388608";"636695";"7,59";"6";"47";"554";"7";"9"
"05.11.2015 11:10:00";"2";"0";"228";"6,37";"8388608";"1312817";"15,65";"229";"340";"554";"210";"430"
"05.11.2015 11:15:00";"2";"0";"212";"5,91";"8388608";"899259";"10,72";"54";"97";"554";"44";"149"
"05.11.2015 11:20:00";"2";"0";"192";"5,38";"8388608";"775946";"9,25";"23";"47";"554";"45";"636"
"05.11.2015 11:25:00";"2";"0";"177";"4,94";"8388608";"703804";"8,39";"2";"54";"554";"21";"68"
"05.11.2015 11:30:00";"2";"0";"229";"6,39";"8388608";"580492";"6,92";"136";"55";"554";"51";"508"
"05.11.2015 11:35:00";"2";"0";"291";"8,13";"8388608";"664378";"7,92";"12";"103";"554";"41";"93"
"05.11.2015 11:40:00";"2";"0";"225";"6,27";"8388608";"1503239";"17,92";"17";"57";"554";"41";"377"
"05.11.2015 11:45:00";"2";"0";"278";"7,75";"8388608";"916036";"10,92";"3";"61";"554";"48";"117"
"05.11.2015 11:50:00";"2";"0";"250";"6,99";"8388608";"574620";"6,85";"10";"421";"554";"232";"315"
"05.11.2015 11:55:00";"2";"0";"208";"5,8";"8388608";"725615";"8,65";"2";"47";"554";"43";"352"
"05.11.2015 12:00:00";"2";"0";"194";"5,41";"8388608";"748264";"8,92";"1";"48";"554";"32";"141"
"05.11.2015 12:05:00";"2";"0";"175";"4,9";"8388608";"737359";"8,79";"39";"94";"554";"17";"154"
"05.11.2015 12:10:00";"2";"0";"656";"18,3";"8388608";"3477078";"41,45";"47163";"749";"554";"48";"2169"
"05.11.2015 12:15:00";"2";"0";"169";"4,72";"8388608";"2230531";"26,59";"13";"45";"554";"26";"157"
"05.11.2015 12:20:00";"2";"0";"162";"4,52";"8388608";"804468";"9,59";"15";"42";"554";"11";"13"
"05.11.2015 12:25:00";"2";"0";"246";"6,87";"8388608";"619918";"7,39";"37";"52";"554";"24";"23"
"05.11.2015 12:30:00";"2";"0";"181";"5,06";"8388608";"687027";"8,19";"0";"41";"554";"3";"4"
"05.11.2015 12:35:00";"2";"0";"187";"5,23";"8388608";"603141";"7,19";"555";"72";"554";"4";"5"
"05.11.2015 12:40:00";"2";"0";"163";"4,57";"8388608";"1274230";"15,19";"2";"53";"554";"8";"10"
"05.11.2015 12:45:00";"2";"0";"291";"8,13";"8388608";"681155";"8,12";"27";"50";"554";"44";"52"
"05.11.2015 12:50:00";"2";"0";"143";"4,01";"8388608";"770913";"9,19";"0";"41";"554";"4";"4"
"05.11.2015 12:55:00";"2";"0";"156";"4,35";"8388608";"670250";"7,99";"1";"43";"554";"6";"8"
"05.11.2015 13:00:00";"2";"0";"136";"3,8";"8388608";"546937";"6,52";"0";"40";"554";"8";"9"
"05.11.2015 13:05:00";"2";"0";"160";"4,46";"8388608";"569586";"6,79";"29";"83";"554";"11";"14"
"05.11.2015 13:10:00";"2";"0";"249";"6,96";"8388608";"859832";"10,25";"10";"51";"554";"27";"38"
"05.11.2015 13:15:00";"2";"0";"285";"7,95";"8388608";"703804";"8,39";"16";"223";"554";"129";"154"
"05.11.2015 13:20:00";"2";"0";"168";"4,7";"8388608";"888354";"10,59";"8";"247";"554";"115";"125"
"05.11.2015 13:25:00";"2";"0";"162";"4,54";"8388608";"742392";"8,85";"13";"527";"554";"8";"27"
"05.11.2015 13:30:00";"2";"0";"138";"3,86";"8388608";"697932";"8,32";"0";"40";"554";"7";"13"
"05.11.2015 13:35:00";"2";"0";"200";"5,57";"8388608";"731487";"8,72";"396";"95";"554";"5";"7"
"05.11.2015 13:40:00";"2";"0";"227";"6,33";"8388608";"1150917";"13,72";"6";"51";"554";"27";"54"
"05.11.2015 13:45:00";"2";"0";"190";"5,32";"8388608";"641729";"7,65";"3";"50";"554";"26";"33"
"05.11.2015 13:50:00";"2";"0";"162";"4,52";"8388608";"697932";"8,32";"1";"55";"554";"17";"21"
"05.11.2015 13:55:00";"2";"0";"183";"5,11";"8388608";"507511";"6,05";"1";"45";"554";"5";"6"
"05.11.2015 14:00:00";"2";"0";"187";"5,23";"8388608";"641729";"7,65";"2";"41";"554";"3";"4"
"05.11.2015 14:05:00";"2";"0";"158";"4,42";"8388608";"770913";"9,19";"240";"91";"554";"6";"11"
"05.11.2015 14:10:00";"2";"0";"162";"4,52";"8388608";"1363149";"16,25";"1";"44";"554";"4";"7"
"05.11.2015 14:15:00";"2";"0";"132";"3,7";"8388608";"647601";"7,72";"0";"40";"554";"4";"5"
"05.11.2015 14:20:00";"2";"0";"166";"4,63";"8388608";"630823";"7,52";"86";"42";"554";"32";"343"
"05.11.2015 14:25:00";"2";"0";"205";"5,72";"8388608";"614046";"7,32";"28";"46";"554";"21";"232"
"05.11.2015 14:30:00";"2";"0";"155";"4,33";"8388608";"658506";"7,85";"1";"42";"554";"9";"12"
"05.11.2015 14:35:00";"2";"0";"262";"7,3";"8388608";"653473";"7,79";"49";"63";"554";"48";"222"
"05.11.2015 14:40:00";"2";"0";"201";"5,62";"8388608";"1173566";"13,99";"9";"50";"554";"25";"174"
"05.11.2015 14:45:00";"2";"0";"191";"5,32";"8388608";"720581";"8,59";"5";"43";"554";"6";"12"
"05.11.2015 14:50:00";"2";"0";"142";"3,97";"8388608";"653473";"7,79";"0";"39";"554";"3";"3"
"05.11.2015 14:55:00";"2";"0";"211";"5,88";"8388608";"552809";"6,59";"5";"48";"554";"20";"32"
"05.11.2015 15:00:00";"2";"0";"143";"3,99";"8388608";"670250";"7,99";"2";"40";"554";"10";"20"
"05.11.2015 15:05:00";"2";"0";"179";"5,01";"8388608";"653473";"7,79";"3";"64";"554";"16";"19"
"05.11.2015 15:10:00";"2";"0";"214";"5,97";"8388608";"1089680";"12,99";"1";"47";"554";"25";"144"
"05.11.2015 15:15:00";"2";"0";"207";"5,78";"8388608";"687027";"8,19";"14";"48";"554";"55";"145"
"05.11.2015 15:20:00";"2";"0";"138";"3,86";"8388608";"687027";"8,19";"1";"39";"554";"15";"73"
"05.11.2015 15:25:00";"2";"0";"183";"5,12";"8388608";"519255";"6,19";"1";"44";"554";"37";"132"
"05.11.2015 15:30:00";"2";"0";"197";"5,51";"8388608";"603141";"7,19";"18";"44";"554";"10";"35"
"05.11.2015 15:35:00";"2";"0";"191";"5,34";"8388608";"792723";"9,45";"5";"62";"554";"20";"230"
"05.11.2015 15:40:00";"2";"0";"191";"5,34";"8388608";"1318689";"15,72";"1";"45";"554";"25";"85"
"05.11.2015 15:45:00";"2";"0";"159";"4,44";"8388608";"809501";"9,65";"13";"43";"554";"24";"127"
"05.11.2015 15:50:00";"2";"0";"166";"4,63";"8388608";"675283";"8,05";"145";"45";"554";"29";"171"
"05.11.2015 15:55:00";"2";"0";"198";"5,52";"8388608";"658506";"7,85";"3";"44";"554";"51";"207"
"05.11.2015 16:00:00";"2";"0";"174";"4,85";"8388608";"787690";"9,39";"2";"41";"554";"28";"60"
"05.11.2015 16:05:00";"2";"0";"176";"4,93";"8388608";"775946";"9,25";"11";"67";"554";"22";"61"
"05.11.2015 16:10:00";"2";"0";"188";"5,25";"8388608";"1497367";"17,85";"1";"45";"554";"22";"34"
"05.11.2015 16:15:00";"2";"0";"199";"5,57";"8388608";"792723";"9,45";"3";"44";"554";"13";"29"
"05.11.2015 16:20:00";"2";"0";"156";"4,36";"8388608";"670250";"7,99";"1";"41";"554";"25";"134"
"05.11.2015 16:25:00";"2";"0";"193";"5,39";"8388608";"636695";"7,59";"2";"47";"554";"20";"27"
"05.11.2015 16:30:00";"2";"0";"147";"4,12";"8388608";"714709";"8,52";"1";"53";"554";"21";"209"
"05.11.2015 16:35:00";"2";"0";"219";"6,11";"8388608";"792723";"9,45";"3";"90";"554";"27";"68"
"05.11.2015 16:40:00";"2";"0";"204";"5,7";"8388608";"1218026";"14,52";"1";"52";"554";"42";"613"
"05.11.2015 16:45:00";"2";"0";"154";"4,31";"8388608";"619918";"7,39";"1";"43";"554";"13";"17"
"05.11.2015 16:50:00";"2";"0";"146";"4,08";"8388608";"536032";"6,39";"1";"41";"554";"8";"9"
"05.11.2015 16:55:00";"2";"0";"187";"5,21";"8388608";"597269";"7,12";"1";"47";"554";"20";"305"
"05.11.2015 17:00:00";"2";"0";"195";"5,45";"8388608";"708837";"8,45";"0";"43";"554";"28";"174"
"05.11.2015 17:05:00";"2";"0";"158";"4,41";"8388608";"608174";"7,25";"4";"88";"554";"11";"18"
"05.11.2015 17:10:00";"2";"0";"185";"5,18";"8388608";"1128268";"13,45";"6";"47";"554";"8";"35"
"05.11.2015 17:15:00";"2";"0";"201";"5,6";"8388608";"754136";"8,99";"3";"49";"554";"44";"218"
"05.11.2015 17:20:00";"2";"0";"190";"5,31";"8388608";"630823";"7,52";"1";"43";"554";"53";"384"
"05.11.2015 17:25:00";"2";"0";"179";"5";"8388608";"536032";"6,39";"1";"45";"554";"10";"39"
"05.11.2015 17:30:00";"2";"0";"158";"4,43";"8388608";"658506";"7,85";"22";"45";"554";"9";"18"
"05.11.2015 17:35:00";"2";"0";"205";"5,72";"8388608";"681155";"8,12";"3";"84";"554";"14";"33"
"05.11.2015 17:40:00";"2";"0";"165";"4,62";"8388608";"1324561";"15,79";"0";"43";"554";"3";"3"
"05.11.2015 17:45:00";"2";"0";"187";"5,23";"8388608";"787690";"9,39";"2";"47";"554";"5";"6"
"05.11.2015 17:50:00";"2";"0";"138";"3,86";"8388608";"804468";"9,59";"0";"41";"554";"3";"3"
"05.11.2015 17:55:00";"2";"0";"162";"4,52";"8388608";"485700";"5,79";"1";"42";"554";"5";"5"
"05.11.2015 18:00:00";"2";"0";"132";"3,69";"8388608";"496606";"5,92";"0";"39";"554";"3";"3"
"05.11.2015 18:05:00";"2";"0";"159";"4,45";"8388608";"675283";"8,05";"1";"80";"554";"5";"5"
"05.11.2015 18:10:00";"2";"0";"477";"13,31";"8388608";"3522377";"41,99";"44983";"749";"554";"19";"1581"
"05.11.2015 18:15:00";"2";"0";"134";"3,74";"8388608";"1922669";"22,92";"4";"38";"554";"4";"5"
"05.11.2015 18:20:00";"2";"0";"138";"3,85";"8388608";"754136";"8,99";"14";"42";"554";"3";"3"
"05.11.2015 18:25:00";"2";"0";"185";"5,18";"8388608";"479828";"5,72";"1";"43";"554";"11";"34"
"05.11.2015 18:30:00";"2";"0";"186";"5,2";"8388608";"541065";"6,45";"1";"41";"554";"3";"4"
"05.11.2015 18:35:00";"2";"0";"228";"6,36";"8388608";"932813";"11,12";"97";"128";"554";"11";"12"
"05.11.2015 18:40:00";"2";"0";"164";"4,59";"8388608";"1301912";"15,52";"1";"49";"554";"3";"3"
"05.11.2015 18:45:00";"2";"0";"187";"5,22";"8388608";"714709";"8,52";"5";"46";"554";"20";"44"
"05.11.2015 18:50:00";"2";"0";"179";"5,01";"8388608";"697932";"8,32";"9";"46";"554";"14";"33"
"05.11.2015 18:55:00";"2";"0";"183";"5,1";"8388608";"608174";"7,25";"2";"42";"554";"9";"10"
"05.11.2015 19:00:00";"2";"0";"127";"3,54";"8388608";"541065";"6,45";"0";"38";"554";"3";"3"
"05.11.2015 19:05:00";"2";"0";"162";"4,54";"8388608";"647601";"7,72";"3";"71";"554";"8";"9"
"05.11.2015 19:10:00";"2";"0";"180";"5,02";"8388608";"1436130";"17,12";"1";"44";"554";"7";"10"
"05.11.2015 19:15:00";"2";"0";"199";"5,57";"8388608";"765041";"9,12";"1";"45";"554";"10";"35"
"05.11.2015 19:20:00";"2";"0";"132";"3,69";"8388608";"641729";"7,65";"0";"39";"554";"3";"3"
"05.11.2015 19:25:00";"2";"0";"160";"4,47";"8388608";"546937";"6,52";"6";"45";"554";"5";"5"
